"[""class"", ""ent-name""]","[""href"", ""/pokedex/bulbasaur""]","[""title"", ""View pokedex for #001 Bulbasaur""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/ivysaur""]","[""title"", ""View pokedex for #002 Ivysaur""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/venusaur""]","[""title"", ""View pokedex for #003 Venusaur""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/venusaur""]","[""title"", ""View pokedex for #003 Venusaur""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/charmander""]","[""title"", ""View pokedex for #004 Charmander""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/charmeleon""]","[""title"", ""View pokedex for #005 Charmeleon""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/charizard""]","[""title"", ""View pokedex for #006 Charizard""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/charizard""]","[""title"", ""View pokedex for #006 Charizard""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/charizard""]","[""title"", ""View pokedex for #006 Charizard""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/squirtle""]","[""title"", ""View pokedex for #007 Squirtle""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/wartortle""]","[""title"", ""View pokedex for #008 Wartortle""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/blastoise""]","[""title"", ""View pokedex for #009 Blastoise""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/blastoise""]","[""title"", ""View pokedex for #009 Blastoise""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/caterpie""]","[""title"", ""View pokedex for #010 Caterpie""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/metapod""]","[""title"", ""View pokedex for #011 Metapod""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/butterfree""]","[""title"", ""View pokedex for #012 Butterfree""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/weedle""]","[""title"", ""View pokedex for #013 Weedle""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/kakuna""]","[""title"", ""View pokedex for #014 Kakuna""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/beedrill""]","[""title"", ""View pokedex for #015 Beedrill""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/beedrill""]","[""title"", ""View pokedex for #015 Beedrill""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/pidgey""]","[""title"", ""View pokedex for #016 Pidgey""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/pidgeotto""]","[""title"", ""View pokedex for #017 Pidgeotto""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/pidgeot""]","[""title"", ""View pokedex for #018 Pidgeot""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/pidgeot""]","[""title"", ""View pokedex for #018 Pidgeot""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/rattata""]","[""title"", ""View pokedex for #019 Rattata""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/rattata""]","[""title"", ""View pokedex for #019 Rattata""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/raticate""]","[""title"", ""View pokedex for #020 Raticate""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/raticate""]","[""title"", ""View pokedex for #020 Raticate""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/spearow""]","[""title"", ""View pokedex for #021 Spearow""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/fearow""]","[""title"", ""View pokedex for #022 Fearow""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/ekans""]","[""title"", ""View pokedex for #023 Ekans""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/arbok""]","[""title"", ""View pokedex for #024 Arbok""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/pikachu""]","[""title"", ""View pokedex for #025 Pikachu""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/raichu""]","[""title"", ""View pokedex for #026 Raichu""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/raichu""]","[""title"", ""View pokedex for #026 Raichu""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/sandshrew""]","[""title"", ""View pokedex for #027 Sandshrew""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/sandshrew""]","[""title"", ""View pokedex for #027 Sandshrew""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/sandslash""]","[""title"", ""View pokedex for #028 Sandslash""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/sandslash""]","[""title"", ""View pokedex for #028 Sandslash""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/nidoran-f""]","[""title"", ""View pokedex for #029 Nidoran♀""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/nidorina""]","[""title"", ""View pokedex for #030 Nidorina""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/nidoqueen""]","[""title"", ""View pokedex for #031 Nidoqueen""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/nidoran-m""]","[""title"", ""View pokedex for #032 Nidoran♂""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/nidorino""]","[""title"", ""View pokedex for #033 Nidorino""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/nidoking""]","[""title"", ""View pokedex for #034 Nidoking""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/clefairy""]","[""title"", ""View pokedex for #035 Clefairy""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/clefable""]","[""title"", ""View pokedex for #036 Clefable""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/vulpix""]","[""title"", ""View pokedex for #037 Vulpix""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/vulpix""]","[""title"", ""View pokedex for #037 Vulpix""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/ninetales""]","[""title"", ""View pokedex for #038 Ninetales""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/ninetales""]","[""title"", ""View pokedex for #038 Ninetales""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/jigglypuff""]","[""title"", ""View pokedex for #039 Jigglypuff""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/wigglytuff""]","[""title"", ""View pokedex for #040 Wigglytuff""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/zubat""]","[""title"", ""View pokedex for #041 Zubat""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/golbat""]","[""title"", ""View pokedex for #042 Golbat""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/oddish""]","[""title"", ""View pokedex for #043 Oddish""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/gloom""]","[""title"", ""View pokedex for #044 Gloom""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/vileplume""]","[""title"", ""View pokedex for #045 Vileplume""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/paras""]","[""title"", ""View pokedex for #046 Paras""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/parasect""]","[""title"", ""View pokedex for #047 Parasect""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/venonat""]","[""title"", ""View pokedex for #048 Venonat""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/venomoth""]","[""title"", ""View pokedex for #049 Venomoth""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/diglett""]","[""title"", ""View pokedex for #050 Diglett""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/diglett""]","[""title"", ""View pokedex for #050 Diglett""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/dugtrio""]","[""title"", ""View pokedex for #051 Dugtrio""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/dugtrio""]","[""title"", ""View pokedex for #051 Dugtrio""]"
"[""class"", ""ent-name""]","[""href"", ""/pokedex/meowth""]","[""title"", ""View pokedex for #052 Meowth""]"
